id_interacao,id_cliente,canal,tipo_problema,tempo_resolucao,satisfacao_cliente
757,1097,E-mail,Reclamação,55,3
758,748,Chat,Financeiro,67,5
759,455,E-mail,Reclamação,2,5
760,944,Telefone,Financeiro,38,2
761,1024,Chat,Reclamação,19,5
762,581,E-mail,Técnico,41,3
763,1029,Chat,Técnico,36,5
764,980,Chat,Financeiro,64,3
765,772,E-mail,Operacional,20,2
766,461,Chat,Técnico,23,4
767,803,Telefone,Financeiro,3,5
768,804,Telefone,Reclamação,61,3
769,802,Telefone,Técnico,68,3
770,579,Chat,Financeiro,71,4
771,200,E-mail,Operacional,7,3
772,938,Chat,Financeiro,18,4
773,989,Telefone,Financeiro,27,2
774,401,Chat,Técnico,47,5
775,209,Chat,Financeiro,49,4
776,345,E-mail,Técnico,46,4
777,368,E-mail,Técnico,66,3
778,889,E-mail,Reclamação,32,1
779,244,E-mail,Reclamação,63,3
780,354,Chat,Reclamação,12,4
781,783,Telefone,Reclamação,48,1
782,246,E-mail,Técnico,16,4
783,1044,E-mail,Técnico,62,3
784,194,Chat,Financeiro,50,4
785,889,Telefone,Dúvida,17,1
786,667,E-mail,Dúvida,24,4
787,41,Telefone,Dúvida,69,5
788,1001,E-mail,Dúvida,69,1
789,425,Chat,Técnico,24,5
790,369,E-mail,Dúvida,58,3
791,252,E-mail,Financeiro,27,2
792,180,Chat,Operacional,5,1
793,256,Chat,Operacional,47,5
794,352,Telefone,Técnico,32,3
795,95,Chat,Operacional,69,4
796,287,Chat,Reclamação,41,5
797,722,Chat,Dúvida,66,2
798,203,Chat,Técnico,31,1
799,386,E-mail,Operacional,28,2
800,1131,E-mail,Dúvida,46,3
801,264,Chat,Dúvida,55,1
802,1127,Telefone,Operacional,49,2
803,820,Telefone,Técnico,33,4
804,294,Chat,Financeiro,10,3
805,395,Chat,Operacional,66,5
806,336,Telefone,Financeiro,41,4
807,777,E-mail,Dúvida,32,1
808,554,E-mail,Dúvida,15,5
809,834,E-mail,Operacional,12,3
810,684,Telefone,Financeiro,29,3
811,21,E-mail,Reclamação,29,4
812,216,E-mail,Financeiro,68,3
813,1003,E-mail,Dúvida,45,5
814,578,Chat,Operacional,13,1
815,350,Telefone,Reclamação,24,3
816,1089,Chat,Dúvida,52,4
817,262,Telefone,Técnico,66,2
818,259,E-mail,Reclamação,35,1
819,759,Chat,Financeiro,54,4
820,375,Telefone,Operacional,60,5
821,588,Telefone,Reclamação,67,2
822,626,Chat,Técnico,40,4
823,641,E-mail,Técnico,10,2
824,192,E-mail,Dúvida,8,1
825,586,Chat,Reclamação,2,4
826,1042,Chat,Financeiro,62,4
827,1055,Chat,Dúvida,16,4
828,29,Chat,Financeiro,1,4
829,1095,Chat,Operacional,32,5
830,87,Chat,Reclamação,22,5
831,461,E-mail,Técnico,47,2
832,1053,Telefone,Técnico,55,4
833,777,E-mail,Operacional,15,3
834,512,Chat,Técnico,38,3
835,990,Telefone,Operacional,28,1
836,1165,Telefone,Financeiro,40,5
837,73,Telefone,Dúvida,63,1
838,729,E-mail,Dúvida,59,3
839,612,Telefone,Técnico,1,3
840,382,Telefone,Operacional,2,1
841,883,Telefone,Financeiro,11,5
842,1054,E-mail,Reclamação,16,4
843,15,E-mail,Operacional,29,4
844,810,Telefone,Operacional,47,4
845,374,Chat,Operacional,14,4
846,900,E-mail,Financeiro,46,4
847,12,Telefone,Financeiro,15,2
848,584,E-mail,Financeiro,51,4
849,679,E-mail,Financeiro,26,4
850,545,E-mail,Reclamação,63,5
851,1015,Chat,Financeiro,42,4
852,1028,Chat,Reclamação,17,1
853,221,E-mail,Financeiro,20,3
854,1025,E-mail,Financeiro,7,3
855,880,Chat,Técnico,56,4
856,593,Telefone,Reclamação,11,4
857,508,Chat,Financeiro,66,2
858,511,Telefone,Técnico,34,2
859,879,E-mail,Reclamação,14,5
860,372,E-mail,Dúvida,20,2
861,247,E-mail,Reclamação,5,3
862,394,E-mail,Reclamação,3,5
863,409,E-mail,Técnico,49,4
864,1076,Telefone,Financeiro,29,3
865,873,Telefone,Técnico,66,4
866,106,Telefone,Técnico,35,3
867,575,Telefone,Reclamação,32,3
868,98,E-mail,Técnico,1,1
869,659,E-mail,Operacional,61,3
870,207,Telefone,Financeiro,33,4
871,745,Telefone,Operacional,15,1
872,28,Chat,Dúvida,17,3
873,739,Chat,Operacional,68,5
874,762,E-mail,Operacional,27,5
875,787,E-mail,Técnico,17,5
876,247,E-mail,Dúvida,25,2
877,913,E-mail,Técnico,70,5
878,703,Telefone,Reclamação,26,5
879,315,E-mail,Financeiro,25,4
880,1128,Chat,Operacional,72,3
881,750,Telefone,Técnico,56,1
882,989,Telefone,Dúvida,65,1
883,342,Chat,Operacional,17,3
884,94,Chat,Técnico,25,4
885,1014,Chat,Dúvida,66,1
886,339,Telefone,Dúvida,50,5
887,800,Telefone,Dúvida,35,2
888,377,E-mail,Financeiro,28,5
889,19,Chat,Reclamação,65,5
890,531,Telefone,Financeiro,38,3
891,1131,E-mail,Financeiro,29,1
892,1093,E-mail,Operacional,6,2
893,569,E-mail,Operacional,7,2
894,431,Chat,Técnico,1,3
895,756,Telefone,Técnico,71,3
896,274,Telefone,Dúvida,38,3
897,118,Chat,Técnico,46,2
898,573,E-mail,Operacional,3,5
899,1195,E-mail,Reclamação,33,5
900,1129,E-mail,Reclamação,29,3
901,551,E-mail,Dúvida,51,2
902,914,E-mail,Reclamação,48,2
903,982,E-mail,Reclamação,24,4
904,379,E-mail,Financeiro,63,2
905,578,E-mail,Operacional,21,2
906,808,Chat,Dúvida,25,1
907,294,E-mail,Reclamação,32,4
908,825,E-mail,Dúvida,18,1
909,205,Telefone,Reclamação,3,1
910,28,Chat,Técnico,17,2
911,172,Telefone,Financeiro,2,1
912,218,Chat,Operacional,11,2
913,286,Telefone,Dúvida,57,2
914,630,Telefone,Reclamação,20,2
915,115,Chat,Operacional,70,1
916,44,E-mail,Técnico,70,3
917,211,Chat,Reclamação,19,1
918,460,E-mail,Financeiro,55,4
919,302,Telefone,Operacional,29,4
920,231,Telefone,Financeiro,15,2
921,209,Telefone,Operacional,10,5
922,684,E-mail,Operacional,11,1
923,310,E-mail,Reclamação,68,3
924,372,Chat,Reclamação,20,3
925,588,Telefone,Técnico,35,4
926,756,Telefone,Técnico,1,2
927,301,Telefone,Financeiro,50,4
928,980,E-mail,Técnico,55,3
929,297,E-mail,Operacional,17,2
930,789,Telefone,Operacional,64,4
931,986,Chat,Reclamação,43,2
932,504,Telefone,Reclamação,71,4
933,1104,Chat,Reclamação,69,5
934,472,Telefone,Técnico,54,5
935,1184,Chat,Financeiro,12,2
936,741,E-mail,Financeiro,3,3
937,1144,Telefone,Financeiro,15,1
938,716,Telefone,Financeiro,38,4
939,296,Chat,Reclamação,32,2
940,460,E-mail,Financeiro,16,2
941,774,Chat,Técnico,55,3
942,111,Chat,Técnico,10,4
943,324,E-mail,Financeiro,47,2
944,162,E-mail,Técnico,2,5
945,853,E-mail,Financeiro,61,2
946,1081,Chat,Operacional,61,4
947,691,Telefone,Técnico,37,1
948,320,E-mail,Técnico,23,5
949,329,E-mail,Reclamação,55,4
950,1135,Chat,Operacional,65,3
951,466,Telefone,Financeiro,35,1
952,1069,Telefone,Financeiro,28,4
953,115,E-mail,Reclamação,24,5
954,159,Chat,Reclamação,62,3
955,830,Telefone,Financeiro,7,3
956,869,E-mail,Operacional,14,1
957,160,Telefone,Dúvida,43,1
958,491,Telefone,Financeiro,70,1
959,134,E-mail,Dúvida,2,3
960,385,Chat,Financeiro,5,2
961,552,E-mail,Dúvida,6,5
962,991,E-mail,Técnico,41,1
963,633,E-mail,Operacional,37,4
964,1025,E-mail,Operacional,51,3
965,266,Chat,Técnico,43,4
966,1032,E-mail,Dúvida,20,1
967,783,Telefone,Dúvida,5,3
968,331,E-mail,Reclamação,11,1
969,475,E-mail,Financeiro,21,5
970,1058,Chat,Dúvida,67,3
971,917,E-mail,Operacional,38,3
972,883,E-mail,Reclamação,31,2
973,154,E-mail,Dúvida,64,1
974,31,E-mail,Operacional,71,1
975,1022,E-mail,Reclamação,41,2
976,606,E-mail,Técnico,36,5
977,745,Telefone,Técnico,10,2
978,944,Telefone,Reclamação,33,4
979,288,E-mail,Dúvida,63,1
980,745,Telefone,Reclamação,53,5
981,265,Telefone,Operacional,66,5
982,643,Telefone,Técnico,53,5
983,922,Telefone,Técnico,8,2
984,1149,E-mail,Financeiro,14,3
985,770,E-mail,Dúvida,52,1
986,457,Telefone,Reclamação,12,3
987,955,Telefone,Dúvida,60,1
988,176,E-mail,Técnico,51,4
989,409,Telefone,Operacional,9,3
990,702,Chat,Reclamação,28,4
991,235,Telefone,Reclamação,5,5
992,319,Telefone,Financeiro,28,3
993,1164,E-mail,Dúvida,49,1
994,741,Telefone,Reclamação,28,1
995,434,E-mail,Reclamação,35,3
996,361,E-mail,Financeiro,9,3
997,830,E-mail,Operacional,58,4
998,1075,E-mail,Operacional,24,1
999,190,Telefone,Operacional,39,2
1000,407,Telefone,Reclamação,62,4
1001,1097,Chat,Financeiro,56,3
1002,1169,Telefone,Técnico,72,5
1003,407,E-mail,Dúvida,19,3
1004,649,E-mail,Financeiro,59,2
1005,1023,Telefone,Técnico,53,3
1006,1067,Chat,Técnico,58,2
1007,921,Chat,Dúvida,13,1
1008,448,Chat,Financeiro,54,5
1009,341,Chat,Reclamação,28,3
1010,430,E-mail,Dúvida,2,3
1011,746,E-mail,Operacional,40,5
1012,256,Chat,Reclamação,59,4
1013,841,Telefone,Operacional,70,4
1014,1072,Telefone,Técnico,23,4
1015,878,Telefone,Financeiro,71,5
1016,334,Chat,Reclamação,49,3
1017,896,Chat,Operacional,13,1
1018,213,E-mail,Técnico,53,1
1019,1017,Chat,Dúvida,70,1
1020,910,Chat,Dúvida,5,3
1021,862,E-mail,Financeiro,59,5
1022,781,E-mail,Financeiro,61,1
1023,719,Telefone,Reclamação,51,1
1024,768,E-mail,Dúvida,37,3
1025,542,Telefone,Reclamação,31,1
1026,850,E-mail,Técnico,4,2
1027,767,Chat,Dúvida,41,3
1028,350,Chat,Reclamação,31,5
1029,802,E-mail,Dúvida,51,1
1030,1184,Telefone,Financeiro,50,2
1031,826,Telefone,Dúvida,21,4
1032,474,E-mail,Financeiro,65,1
1033,1182,Telefone,Operacional,71,2
1034,661,E-mail,Técnico,12,1
1035,896,E-mail,Dúvida,20,1
1036,1114,E-mail,Dúvida,49,1
1037,268,Telefone,Operacional,24,2
1038,455,Telefone,Financeiro,69,2
1039,775,Telefone,Técnico,36,1
1040,295,Chat,Técnico,14,1
1041,941,Chat,Técnico,14,2
1042,579,Telefone,Financeiro,12,1
1043,1013,Telefone,Financeiro,51,1
1044,1006,E-mail,Reclamação,10,4
1045,157,E-mail,Reclamação,49,3
1046,924,E-mail,Financeiro,39,1
1047,366,Chat,Dúvida,5,1
1048,703,Telefone,Reclamação,70,1
1049,325,Chat,Operacional,16,2
1050,61,Chat,Técnico,67,5
1051,313,E-mail,Operacional,15,2
1052,61,Telefone,Financeiro,29,1
1053,260,Telefone,Operacional,62,2
1054,189,Telefone,Dúvida,38,4
1055,1016,Telefone,Dúvida,52,2
1056,513,E-mail,Financeiro,36,4
1057,211,Chat,Dúvida,40,2
1058,422,Chat,Reclamação,56,4
1059,868,Chat,Operacional,41,5
1060,221,Chat,Reclamação,55,2
1061,1162,Telefone,Operacional,9,4
1062,343,E-mail,Dúvida,33,5
1063,840,Telefone,Dúvida,68,3
1064,816,E-mail,Técnico,24,3
1065,880,E-mail,Operacional,32,1
1066,441,Chat,Operacional,48,2
1067,644,E-mail,Técnico,41,1
1068,674,E-mail,Reclamação,42,2
1069,1151,E-mail,Reclamação,37,5
1070,435,Chat,Financeiro,14,5
1071,570,Chat,Dúvida,10,5
1072,864,Chat,Reclamação,41,3
1073,406,E-mail,Técnico,64,4
1074,96,Telefone,Reclamação,16,1
1075,928,E-mail,Dúvida,42,5
1076,785,E-mail,Dúvida,3,3
1077,37,Chat,Dúvida,1,4
1078,583,E-mail,Reclamação,5,5
1079,1081,E-mail,Operacional,3,1
1080,963,E-mail,Reclamação,39,3
1081,650,Telefone,Reclamação,11,5
1082,642,Telefone,Dúvida,7,4
1083,612,Chat,Reclamação,64,1
1084,766,Chat,Técnico,4,2
1085,98,E-mail,Financeiro,14,3
1086,893,E-mail,Financeiro,12,2
1087,756,Chat,Técnico,7,3
1088,89,E-mail,Técnico,39,1
1089,541,Telefone,Dúvida,49,3
1090,349,E-mail,Dúvida,59,1
1091,259,Telefone,Financeiro,53,4
1092,251,Chat,Dúvida,31,5
1093,979,Chat,Reclamação,36,3
1094,989,E-mail,Técnico,34,3
1095,170,Telefone,Dúvida,32,2
1096,160,E-mail,Reclamação,8,2
1097,27,Chat,Financeiro,60,4
1098,385,Telefone,Técnico,44,2
1099,1081,Chat,Operacional,40,4
1100,316,Chat,Técnico,17,2
1101,745,Telefone,Reclamação,66,2
1102,820,E-mail,Técnico,36,4
1103,337,Chat,Operacional,14,2
1104,945,E-mail,Técnico,31,1
1105,944,E-mail,Operacional,4,4
1106,1088,Telefone,Operacional,34,1
1107,1128,E-mail,Operacional,56,2
1108,309,Telefone,Dúvida,56,5
1109,684,E-mail,Reclamação,35,3
1110,201,E-mail,Reclamação,55,2
1111,603,E-mail,Reclamação,23,5
1112,566,Chat,Dúvida,64,5
1113,888,E-mail,Técnico,32,1
1114,450,E-mail,Técnico,5,5
1115,546,E-mail,Técnico,69,1
1116,565,E-mail,Dúvida,52,4
1117,805,E-mail,Financeiro,35,4
1118,422,E-mail,Financeiro,45,3
1119,590,Chat,Técnico,13,2
1120,1031,Chat,Dúvida,62,3
1121,489,E-mail,Operacional,9,2
1122,384,Telefone,Reclamação,19,1
1123,972,Telefone,Operacional,3,2
1124,541,E-mail,Financeiro,2,5
1125,722,Telefone,Dúvida,1,4
1126,507,Telefone,Técnico,6,1
1127,1162,Chat,Operacional,30,5
1128,1031,E-mail,Financeiro,13,1
1129,624,Chat,Operacional,58,4
1130,719,Chat,Operacional,63,3
1131,747,Telefone,Técnico,46,3
1132,684,Chat,Dúvida,62,1
1133,553,Chat,Dúvida,3,2
1134,841,E-mail,Financeiro,46,4
1135,64,E-mail,Dúvida,56,3
1136,423,Chat,Técnico,25,4
1137,222,Telefone,Dúvida,58,5
1138,359,Telefone,Operacional,43,4
1139,855,Telefone,Operacional,25,1
1140,1187,Chat,Operacional,16,4
1141,932,Chat,Operacional,37,1
1142,18,Telefone,Financeiro,60,2
1143,1072,Telefone,Dúvida,72,2
1144,622,Telefone,Operacional,9,3
1145,32,Telefone,Técnico,28,3
1146,253,E-mail,Reclamação,40,1
1147,882,Telefone,Técnico,7,3
1148,283,Telefone,Operacional,65,5
1149,318,E-mail,Operacional,19,2
1150,885,Chat,Técnico,38,2
1151,66,Telefone,Operacional,32,4
1152,866,Telefone,Técnico,34,3
1153,637,E-mail,Dúvida,56,3
1154,1185,E-mail,Financeiro,33,2
1155,853,Chat,Financeiro,39,3
1156,176,Telefone,Dúvida,60,5
1157,376,Telefone,Reclamação,13,2
1158,1079,Telefone,Operacional,65,3
1159,960,Telefone,Reclamação,60,4
1160,841,Telefone,Técnico,72,1
1161,863,E-mail,Financeiro,39,2
1162,1189,Chat,Operacional,17,5
1163,1113,Chat,Operacional,7,4
1164,258,Telefone,Técnico,60,5
1165,943,E-mail,Técnico,8,3
1166,220,Telefone,Dúvida,13,3
1167,1159,Telefone,Operacional,8,1
1168,1198,Chat,Dúvida,7,2
1169,1058,E-mail,Dúvida,64,2
1170,458,Chat,Financeiro,39,3
1171,14,Telefone,Dúvida,26,1
1172,138,E-mail,Financeiro,16,5
1173,199,E-mail,Financeiro,14,4
1174,51,Chat,Reclamação,51,1
1175,250,Telefone,Reclamação,62,2
1176,482,Chat,Operacional,57,5
1177,253,Telefone,Financeiro,3,2
1178,291,Chat,Financeiro,22,5
1179,1120,E-mail,Reclamação,62,3
1180,593,Chat,Técnico,64,3
1181,564,Telefone,Reclamação,14,4
1182,854,Telefone,Financeiro,4,3
1183,937,E-mail,Dúvida,50,1
1184,1189,Telefone,Técnico,57,1
1185,727,E-mail,Reclamação,59,3
1186,19,E-mail,Operacional,65,5
1187,432,Telefone,Dúvida,50,5
1188,129,E-mail,Financeiro,46,5
1189,695,Telefone,Financeiro,36,3
1190,807,E-mail,Reclamação,49,4
1191,370,Chat,Dúvida,68,3
1192,266,Chat,Operacional,45,5
1193,827,E-mail,Técnico,4,2
1194,475,E-mail,Técnico,64,4
1195,663,E-mail,Financeiro,14,2
1196,787,Telefone,Técnico,8,5
1197,513,E-mail,Técnico,10,4
1198,767,Chat,Técnico,23,3
1199,221,Chat,Reclamação,49,2
1200,1176,Chat,Financeiro,26,3
