id_venda,id_cliente,data_venda,produto,quantidade,valor_total
605,1175,2024-11-06,Mouse,2,760.15
606,1050,2024-10-13,Notebook,5,819.64
607,341,2025-07-27,Tablet,2,2631.54
608,831,2024-06-10,Mouse,5,3224.35
609,581,2023-12-29,Notebook,2,2301.1
610,966,2025-07-18,Monitor,2,1174.88
611,842,2023-01-03,Mouse,2,3993.62
612,373,2024-02-22,Mouse,5,1396.15
613,702,2024-10-07,Monitor,5,2993.92
614,471,2023-11-15,Monitor,4,747.84
615,34,2022-11-18,Smartphone,5,4312.0
616,1033,2025-06-27,Teclado,4,4149.92
617,198,2024-08-23,Smartphone,4,4517.88
618,80,2024-04-05,Mouse,5,3786.68
619,191,2023-02-23,Monitor,2,4519.73
620,1105,2022-07-28,Notebook,4,2658.02
621,759,2022-12-27,Notebook,5,2201.89
622,988,2025-05-16,Monitor,3,2986.34
623,1180,2022-09-03,Notebook,4,756.03
624,978,2022-10-24,Smartphone,1,1488.01
625,1114,2023-04-25,Monitor,3,1026.2
626,15,2023-02-25,Mouse,5,677.36
627,15,2025-03-04,Monitor,2,3470.06
628,647,2025-03-11,Monitor,3,622.26
629,873,2023-05-29,Teclado,5,1342.8
630,1098,2025-05-01,Monitor,5,1891.66
631,565,2023-02-04,Teclado,4,3799.36
632,847,2025-02-18,Mouse,5,2464.09
633,759,2024-02-09,Mouse,5,2470.42
634,629,2023-02-22,Mouse,3,3893.55
635,816,2025-03-23,Teclado,2,4289.49
636,244,2023-02-21,Teclado,2,2288.31
637,332,2023-07-05,Notebook,2,2590.88
638,694,2022-11-14,Mouse,5,3515.58
639,107,2024-06-23,Smartphone,4,4826.39
640,11,2023-10-04,Notebook,2,2411.18
641,892,2025-07-04,Notebook,1,1389.15
642,760,2024-05-12,Notebook,5,285.0
643,788,2024-09-29,Monitor,5,3315.26
644,587,2025-04-25,Teclado,5,381.57
645,359,2025-07-12,Teclado,4,2250.96
646,414,2022-10-27,Teclado,5,1501.43
647,69,2023-06-25,Mouse,5,2627.49
648,475,2024-01-19,Mouse,2,3402.72
649,737,2023-05-21,Smartphone,1,4880.66
650,178,2023-03-28,Tablet,4,1830.33
651,810,2023-06-22,Monitor,5,1081.52
652,32,2023-02-10,Teclado,1,4603.97
653,1126,2023-10-20,Tablet,5,4583.54
654,713,2024-09-07,Tablet,3,1208.85
655,399,2022-11-29,Monitor,4,2917.04
656,535,2022-09-07,Smartphone,4,2580.57
657,1145,2023-08-12,Notebook,5,1541.83
658,240,2023-12-25,Mouse,3,4392.95
659,1178,2024-08-04,Tablet,4,4833.67
660,1154,2023-02-06,Monitor,2,3811.62
661,940,2023-01-24,Teclado,4,4492.97
662,57,2023-02-21,Monitor,1,1363.32
663,784,2023-01-20,Teclado,2,3416.87
664,471,2023-10-08,Tablet,4,4781.68
665,1058,2023-12-28,Mouse,1,3534.01
666,540,2024-04-15,Smartphone,3,555.75
667,701,2024-08-19,Notebook,5,4663.84
668,976,2022-11-24,Tablet,3,1170.97
669,1175,2022-11-30,Tablet,2,4740.88
670,390,2024-06-04,Monitor,2,1250.82
671,496,2022-12-13,Tablet,2,1223.12
672,512,2024-01-27,Mouse,3,864.38
673,219,2024-03-07,Notebook,1,3411.48
674,1009,2022-11-10,Mouse,1,3844.8
675,1109,2022-10-28,Notebook,4,1918.86
676,646,2023-08-19,Monitor,5,4356.97
677,1006,2024-01-22,Smartphone,5,1473.31
678,455,2025-07-24,Mouse,2,365.33
679,867,2024-04-26,Monitor,5,259.56
680,712,2023-07-10,Monitor,2,2340.26
681,247,2023-12-06,Teclado,5,2354.35
682,18,2025-07-27,Notebook,2,1959.2
683,207,2023-09-03,Tablet,3,3102.61
684,532,2025-06-13,Smartphone,5,1387.96
685,552,2024-03-22,Monitor,5,1781.17
686,377,2024-07-24,Monitor,4,1131.61
687,763,2023-10-02,Tablet,4,1470.18
688,369,2023-09-23,Mouse,2,4898.44
689,469,2024-02-24,Notebook,3,4040.03
690,1138,2024-06-28,Monitor,4,1060.71
691,307,2024-06-08,Monitor,1,965.38
692,1024,2023-12-25,Smartphone,5,2716.51
693,647,2025-04-11,Monitor,3,1329.77
694,1163,2023-07-26,Notebook,4,584.98
695,335,2024-09-10,Notebook,2,4087.71
696,976,2025-06-21,Teclado,1,2304.29
697,686,2022-08-22,Tablet,3,1865.5
698,1142,2025-01-13,Tablet,3,197.19
699,249,2024-05-22,Tablet,5,1074.89
700,1180,2024-02-08,Teclado,5,955.24
701,583,2023-11-27,Tablet,3,3398.64
702,999,2024-09-15,Teclado,4,4459.2
703,781,2025-03-29,Mouse,3,2372.39
704,297,2022-09-23,Smartphone,3,2166.9
705,1171,2023-08-26,Monitor,1,487.65
706,704,2024-01-19,Smartphone,3,1652.7
707,597,2022-12-11,Teclado,3,3066.39
708,810,2022-08-20,Tablet,4,3926.77
709,744,2023-01-21,Teclado,5,2652.58
710,923,2025-03-25,Monitor,2,1001.04
711,48,2023-10-18,Smartphone,2,3343.91
712,164,2025-05-12,Smartphone,2,2045.52
713,196,2025-03-01,Notebook,4,2787.33
714,54,2024-07-29,Monitor,5,3848.48
715,171,2023-01-24,Notebook,3,3128.7
716,173,2023-01-12,Teclado,4,1615.92
717,507,2024-11-02,Teclado,3,2271.49
718,259,2023-01-07,Smartphone,5,4208.74
719,59,2023-05-15,Notebook,3,4315.81
720,667,2024-02-03,Monitor,4,4877.41
721,1108,2023-01-15,Tablet,5,2279.74
722,1105,2023-06-16,Smartphone,5,3028.16
723,1156,2024-05-17,Monitor,5,3234.95
724,1094,2023-09-08,Tablet,3,2460.09
725,466,2023-03-31,Notebook,4,1608.55
726,845,2025-05-06,Tablet,2,1587.51
727,1,2023-09-26,Mouse,2,1785.04
728,961,2025-05-04,Mouse,1,3470.07
729,1008,2022-08-10,Monitor,3,144.75
730,882,2024-03-17,Tablet,5,1232.96
731,15,2023-11-10,Mouse,3,1024.0
732,1149,2024-03-22,Monitor,4,1324.49
733,799,2022-09-02,Monitor,2,1388.6
734,865,2023-06-27,Teclado,2,2631.39
735,557,2025-07-22,Tablet,5,4063.16
736,846,2024-03-16,Smartphone,1,993.8
737,594,2025-07-08,Notebook,4,3126.87
738,558,2023-07-10,Teclado,5,2510.78
739,657,2024-02-21,Notebook,2,343.2
740,1096,2025-04-14,Notebook,2,4864.43
741,578,2022-12-24,Tablet,2,3604.46
742,17,2022-09-05,Smartphone,1,838.35
743,1011,2023-12-01,Smartphone,3,2159.19
744,1021,2023-12-02,Tablet,4,3514.98
745,65,2023-02-16,Tablet,1,4233.38
746,300,2022-10-07,Notebook,3,3900.7
747,147,2023-07-23,Mouse,4,989.86
748,513,2024-05-04,Monitor,1,697.61
749,510,2022-11-24,Monitor,4,1311.09
750,69,2025-02-22,Smartphone,4,3703.08
751,193,2024-01-07,Mouse,2,2416.85
752,640,2023-09-20,Tablet,2,3182.9
753,87,2024-05-28,Teclado,5,2652.54
754,519,2024-03-03,Monitor,3,1073.75
755,107,2024-06-12,Teclado,2,4869.04
756,484,2023-02-01,Teclado,4,1690.12
757,343,2024-07-25,Tablet,5,686.28
758,498,2025-05-01,Notebook,1,2947.28
759,974,2023-12-26,Teclado,5,859.46
760,184,2023-09-14,Smartphone,2,2549.6
761,694,2022-12-04,Teclado,1,392.9
762,316,2023-07-05,Teclado,5,3978.18
763,258,2025-02-20,Monitor,2,1652.02
764,1144,2025-04-16,Teclado,3,4047.07
765,899,2023-12-15,Teclado,2,204.63
766,774,2022-11-28,Tablet,2,1328.41
767,81,2024-12-10,Monitor,4,2839.22
768,1112,2025-02-04,Teclado,4,1029.9
769,383,2023-05-26,Mouse,3,1686.04
770,960,2023-03-10,Tablet,5,4580.92
771,1136,2024-05-06,Smartphone,1,2702.57
772,921,2022-11-12,Tablet,3,2753.87
773,930,2025-03-10,Notebook,5,1957.31
774,380,2024-02-23,Notebook,5,4298.46
775,490,2023-11-04,Tablet,1,3325.62
776,1104,2023-01-23,Monitor,2,2667.94
777,1019,2024-02-27,Mouse,2,3103.89
778,661,2023-02-12,Monitor,3,641.27
779,1072,2022-12-27,Teclado,1,314.51
780,266,2024-03-16,Smartphone,1,1090.19
781,995,2025-03-03,Smartphone,1,255.9
782,796,2025-03-22,Teclado,4,2676.52
783,525,2023-10-14,Notebook,3,1181.54
784,146,2023-11-10,Notebook,2,3313.17
785,164,2022-12-10,Monitor,1,1868.54
786,852,2023-12-27,Tablet,1,4135.85
787,545,2023-04-29,Mouse,1,3698.07
788,623,2025-06-08,Notebook,2,4806.88
789,199,2024-02-08,Notebook,2,2705.14
790,389,2022-11-11,Smartphone,5,3318.69
791,1168,2023-07-28,Teclado,2,2836.28
792,1144,2025-06-26,Monitor,1,3854.79
793,1181,2023-09-08,Tablet,4,3542.5
794,875,2022-09-11,Notebook,2,3983.06
795,1127,2024-10-10,Monitor,5,1753.81
796,324,2025-03-03,Mouse,5,2270.76
797,722,2022-09-13,Tablet,5,4958.17
798,665,2025-02-28,Tablet,4,3844.5
799,882,2023-10-06,Teclado,3,3081.23
800,1154,2024-06-11,Mouse,2,1937.81
801,1127,2023-08-11,Teclado,3,1864.04
802,927,2025-01-17,Monitor,4,100.96
803,71,2023-07-28,Tablet,5,179.88
804,277,2022-11-19,Tablet,1,1571.64
805,455,2024-04-04,Smartphone,3,206.34
806,566,2024-04-04,Mouse,5,2825.98
807,1171,2023-12-20,Smartphone,1,284.91
808,729,2023-06-02,Smartphone,2,1398.44
809,1193,2023-07-18,Smartphone,2,1355.59
810,616,2022-08-06,Notebook,5,2059.01
811,446,2024-12-12,Teclado,1,3645.54
812,989,2022-12-04,Smartphone,4,4145.96
813,1181,2024-05-10,Notebook,5,3247.05
814,77,2024-02-16,Teclado,5,1969.58
815,115,2022-10-02,Tablet,3,4410.98
816,890,2023-02-08,Monitor,1,4361.95
817,465,2025-02-09,Teclado,5,4650.4
818,784,2025-03-16,Notebook,3,2669.48
819,654,2024-11-27,Mouse,5,832.94
820,1029,2025-06-06,Teclado,2,850.67
821,805,2024-12-08,Monitor,5,2918.75
822,185,2025-01-17,Smartphone,4,1519.94
823,808,2023-04-16,Smartphone,2,1747.22
824,975,2023-10-10,Mouse,1,2785.95
825,538,2025-04-05,Notebook,4,2558.93
826,268,2024-02-09,Smartphone,4,2840.55
827,1000,2023-02-16,Monitor,5,1060.89
828,1074,2024-10-26,Smartphone,2,451.06
829,881,2023-01-19,Tablet,5,539.01
830,848,2024-02-28,Monitor,3,1806.71
831,657,2023-04-20,Tablet,5,3311.51
832,625,2025-01-07,Smartphone,3,3119.48
833,906,2024-02-12,Mouse,2,2258.27
834,479,2024-10-25,Smartphone,3,864.36
835,176,2023-08-06,Notebook,1,1290.94
836,303,2023-07-09,Tablet,1,1782.03
837,228,2022-09-27,Tablet,4,2408.83
838,680,2023-01-03,Smartphone,5,1138.19
839,1120,2023-01-19,Mouse,3,2789.12
840,290,2024-01-26,Teclado,1,1945.37
841,1079,2024-01-03,Notebook,3,934.57
842,582,2024-04-03,Smartphone,5,1429.28
843,953,2024-08-12,Teclado,1,426.33
844,556,2025-01-02,Teclado,3,4334.98
845,40,2022-11-03,Tablet,4,1232.73
846,780,2023-03-30,Mouse,1,4528.97
847,993,2023-08-16,Mouse,5,531.3
848,408,2025-03-20,Mouse,4,2847.37
849,45,2024-08-23,Notebook,2,4619.12
850,625,2022-09-09,Tablet,4,2027.66
851,322,2025-01-19,Notebook,3,3453.13
852,728,2023-09-18,Teclado,3,1257.4
853,1027,2022-11-25,Tablet,1,3166.38
854,793,2024-01-12,Notebook,5,4750.67
855,462,2024-01-19,Smartphone,3,4496.16
856,282,2023-11-04,Notebook,4,2651.52
857,466,2025-03-27,Monitor,2,2907.2
858,874,2022-10-11,Tablet,5,1713.5
859,1111,2023-11-13,Smartphone,2,3297.12
860,1190,2025-03-06,Mouse,2,4326.68
861,633,2024-06-28,Teclado,5,4556.86
862,881,2025-01-30,Smartphone,5,4593.85
863,651,2023-08-07,Notebook,5,2711.51
864,243,2024-02-04,Smartphone,3,4213.66
865,299,2023-05-07,Teclado,1,3850.63
866,848,2022-11-16,Monitor,3,2270.72
867,561,2024-01-20,Smartphone,2,623.18
868,379,2023-08-29,Notebook,5,3123.04
869,1162,2024-06-02,Mouse,2,3022.17
870,473,2023-08-18,Teclado,1,1860.38
871,977,2024-04-13,Smartphone,5,4246.08
872,961,2023-03-27,Teclado,3,1001.48
873,794,2023-04-12,Monitor,4,773.81
874,396,2023-01-28,Smartphone,1,2102.09
875,31,2023-07-04,Tablet,4,1190.52
876,416,2025-07-14,Smartphone,1,967.68
877,900,2024-01-09,Mouse,4,3470.53
878,938,2023-12-06,Smartphone,4,2083.85
879,86,2023-08-08,Mouse,4,3628.98
880,808,2024-01-12,Mouse,5,3009.65
881,1076,2023-04-28,Teclado,1,2651.18
882,925,2022-08-09,Monitor,1,4401.12
883,504,2022-08-07,Mouse,5,2038.49
884,81,2024-09-03,Mouse,4,2629.02
885,101,2024-07-29,Smartphone,3,2253.81
886,624,2025-05-22,Tablet,4,915.78
887,603,2023-11-21,Mouse,1,3480.77
888,292,2023-03-04,Monitor,4,543.16
889,1026,2025-04-30,Notebook,2,3915.78
890,1120,2023-06-11,Smartphone,4,2126.44
891,924,2023-10-15,Notebook,2,2323.04
892,414,2024-06-25,Monitor,1,1325.4
893,336,2022-11-26,Teclado,1,546.84
894,921,2025-05-24,Teclado,3,518.0
895,787,2023-01-19,Teclado,5,3099.16
896,328,2025-06-21,Monitor,5,1964.97
897,350,2025-01-29,Tablet,5,4369.4
898,308,2023-05-27,Smartphone,2,976.45
899,106,2025-02-28,Monitor,3,1616.64
900,914,2023-09-03,Tablet,2,676.01
901,270,2025-06-07,Smartphone,1,3150.55
902,519,2025-07-04,Notebook,4,2538.38
903,1022,2024-05-12,Mouse,1,3079.12
904,1011,2022-08-30,Smartphone,2,2985.43
905,975,2025-03-24,Monitor,4,2265.19
906,14,2024-06-29,Smartphone,5,1462.75
907,1142,2022-11-22,Smartphone,1,1005.72
908,113,2024-03-25,Teclado,3,279.93
909,67,2022-08-15,Teclado,5,4206.27
910,612,2022-09-09,Tablet,1,340.25
911,854,2023-05-27,Smartphone,2,3393.24
912,1173,2023-11-25,Mouse,2,4834.84
913,1186,2025-02-11,Tablet,1,556.32
914,613,2022-08-14,Tablet,3,4497.9
915,139,2023-01-21,Monitor,5,418.14
916,965,2022-10-11,Smartphone,1,3503.64
917,563,2025-03-31,Tablet,5,2127.41
918,430,2024-06-18,Teclado,2,3099.06
919,224,2022-08-11,Mouse,5,4937.23
920,991,2023-05-21,Teclado,5,4676.07
921,589,2024-01-26,Monitor,5,4254.21
922,532,2023-09-05,Mouse,5,4975.62
923,725,2023-06-05,Smartphone,5,2856.91
924,1065,2025-01-10,Teclado,4,2513.27
925,369,2023-05-14,Mouse,2,3572.08
926,397,2024-12-20,Notebook,1,217.54
927,242,2022-09-13,Teclado,2,4017.87
928,850,2024-05-27,Monitor,1,1735.58
929,1148,2023-12-31,Teclado,2,155.36
930,413,2022-08-26,Teclado,3,1346.65
931,139,2023-10-22,Tablet,3,2582.78
932,664,2023-01-26,Notebook,1,3460.6
933,700,2024-06-15,Monitor,5,3118.37
934,60,2025-07-20,Smartphone,2,1719.52
935,693,2023-10-15,Teclado,4,4589.2
936,73,2024-07-05,Teclado,2,2459.33
937,944,2025-01-12,Mouse,3,2366.1
938,848,2023-11-24,Teclado,1,4192.02
939,614,2025-02-11,Mouse,3,2820.37
940,39,2024-10-27,Smartphone,5,3458.92
941,725,2024-12-30,Notebook,2,1474.25
942,64,2023-08-05,Tablet,4,3169.9
943,340,2023-07-29,Mouse,5,2008.87
944,240,2025-02-19,Tablet,3,3578.22
945,557,2024-11-11,Monitor,1,2535.57
946,487,2022-11-10,Tablet,4,4164.34
947,620,2024-02-10,Smartphone,5,1581.36
948,230,2024-07-27,Tablet,1,3911.17
949,190,2024-06-13,Monitor,5,222.18
950,989,2023-03-15,Mouse,2,1032.04
951,991,2023-07-06,Teclado,5,1620.76
952,671,2022-12-26,Smartphone,1,4128.48
953,1058,2024-03-30,Teclado,2,1105.42
954,75,2024-09-14,Monitor,4,3597.02
955,1070,2024-03-07,Notebook,1,1623.81
956,91,2023-09-15,Teclado,5,4372.19
957,683,2025-05-01,Monitor,1,605.2
958,640,2024-03-25,Notebook,5,3816.62
959,430,2023-06-25,Tablet,2,1043.47
960,567,2024-12-29,Mouse,3,3886.66
961,241,2023-03-25,Tablet,2,871.73
962,235,2023-11-23,Notebook,5,2842.17
963,210,2022-10-23,Smartphone,5,1816.56
964,653,2023-08-23,Tablet,2,4722.06
965,581,2023-03-11,Mouse,2,939.25
966,638,2025-01-27,Mouse,3,2748.83
967,104,2024-01-06,Smartphone,1,2406.6
968,104,2024-04-09,Notebook,4,363.62
969,874,2023-01-14,Monitor,2,3552.92
970,914,2024-10-21,Mouse,3,1630.96
971,406,2023-01-16,Teclado,5,484.87
972,954,2024-11-19,Mouse,2,555.29
973,960,2024-04-30,Notebook,4,1620.92
974,954,2023-07-22,Monitor,2,4742.5
975,295,2024-02-20,Mouse,3,4573.02
976,803,2025-06-02,Smartphone,3,3965.02
977,666,2025-02-27,Monitor,4,248.29
978,974,2023-03-25,Notebook,3,2445.4
979,350,2025-07-13,Tablet,3,3061.76
980,261,2022-10-29,Mouse,1,2087.86
981,220,2024-06-24,Tablet,5,3282.31
982,619,2022-07-29,Mouse,4,2064.0
983,847,2025-04-30,Smartphone,5,1294.09
984,326,2023-05-18,Monitor,4,423.69
985,427,2023-05-09,Teclado,5,2212.63
986,892,2025-06-18,Mouse,3,2768.18
987,484,2023-01-27,Smartphone,1,3722.9
988,1176,2022-12-09,Monitor,1,3001.6
989,949,2024-09-26,Tablet,5,578.5
990,912,2023-05-14,Smartphone,3,4783.83
991,143,2025-04-19,Mouse,1,3458.99
992,777,2025-01-18,Tablet,4,3260.45
993,126,2022-08-29,Notebook,2,4103.46
994,1190,2025-05-14,Teclado,1,3809.68
995,306,2022-09-01,Monitor,5,1528.37
996,1184,2025-05-09,Monitor,2,1107.74
997,649,2025-02-10,Tablet,5,3992.3
998,624,2024-11-05,Monitor,3,4952.42
999,1194,2025-05-26,Notebook,5,4933.47
1000,828,2023-07-06,Smartphone,3,405.81
1001,1125,2024-03-10,Notebook,1,3546.44
1002,736,2024-03-15,Notebook,3,4341.83
1003,482,2022-11-20,Monitor,5,2031.91
1004,652,2023-01-27,Teclado,4,2089.56
1005,892,2024-09-19,Mouse,2,3346.19
1006,973,2023-05-04,Smartphone,2,2821.57
1007,738,2024-06-25,Monitor,2,1513.51
1008,258,2024-05-31,Smartphone,1,451.56
1009,33,2025-03-03,Smartphone,4,3323.84
1010,279,2022-10-11,Notebook,2,3246.99
1011,852,2023-06-03,Monitor,5,4658.52
1012,369,2022-08-25,Monitor,5,2178.21
1013,922,2024-03-22,Monitor,3,1206.13
1014,870,2022-10-13,Mouse,1,2931.9
1015,485,2024-09-19,Teclado,5,1419.33
1016,1119,2024-11-24,Mouse,3,263.96
1017,78,2025-01-14,Mouse,4,3553.92
1018,232,2024-10-19,Mouse,4,4812.51
1019,164,2024-10-23,Smartphone,5,4919.54
1020,573,2025-05-14,Monitor,5,483.35
1021,182,2025-05-20,Smartphone,4,3190.25
1022,160,2024-02-27,Teclado,5,4010.68
1023,640,2024-11-13,Mouse,1,4527.57
1024,1096,2023-09-06,Notebook,4,2324.77
1025,961,2023-10-31,Mouse,3,2162.98
1026,604,2024-03-24,Tablet,2,273.1
1027,623,2025-05-22,Teclado,5,1376.17
1028,970,2023-08-07,Mouse,2,2907.01
1029,598,2023-12-18,Teclado,5,233.76
1030,993,2024-12-12,Notebook,2,2577.42
1031,570,2023-01-29,Tablet,2,3117.41
1032,564,2023-04-04,Tablet,1,3733.0
1033,358,2022-11-16,Mouse,2,3329.86
1034,758,2024-01-05,Smartphone,3,3934.39
1035,484,2024-06-13,Monitor,2,4016.92
1036,68,2023-09-29,Tablet,1,4839.99
1037,316,2022-12-31,Monitor,4,3874.8
1038,488,2025-04-16,Teclado,4,3657.4
1039,343,2022-12-05,Smartphone,5,3698.37
1040,707,2023-09-04,Notebook,3,3801.87
1041,238,2025-07-26,Notebook,2,2373.67
1042,976,2023-08-10,Tablet,4,3756.14
1043,1091,2022-11-01,Smartphone,4,3449.2
1044,799,2025-06-10,Monitor,3,811.23
1045,891,2024-12-06,Notebook,3,4643.39
1046,920,2024-08-08,Monitor,3,4812.64
1047,85,2024-11-20,Notebook,5,3223.38
1048,885,2024-04-02,Mouse,3,1741.34
1049,547,2023-02-10,Notebook,3,3306.28
1050,802,2023-03-10,Monitor,2,3698.14
1051,400,2023-04-11,Mouse,3,3420.82
1052,369,2025-05-28,Tablet,5,151.83
1053,18,2023-03-04,Notebook,1,2115.12
1054,1076,2022-08-24,Notebook,4,1822.43
1055,581,2024-08-21,Tablet,2,266.8
1056,189,2022-09-24,Notebook,5,3317.37
1057,445,2024-07-18,Mouse,1,3569.57
1058,246,2022-12-27,Notebook,5,736.55
1059,1160,2023-03-11,Smartphone,1,3508.7
1060,519,2025-01-19,Tablet,4,3336.34
1061,156,2022-08-01,Teclado,4,4621.21
1062,567,2023-09-02,Monitor,3,1360.95
1063,152,2024-09-26,Tablet,1,1975.72
1064,682,2024-05-09,Notebook,3,4782.47
1065,543,2024-09-16,Smartphone,4,440.05
1066,411,2023-08-12,Mouse,4,974.37
1067,1008,2023-02-26,Notebook,2,2749.1
1068,884,2025-02-09,Smartphone,5,3252.36
1069,905,2025-01-01,Teclado,3,606.11
1070,150,2024-05-06,Notebook,5,3664.97
1071,914,2025-01-31,Notebook,4,829.39
1072,2,2024-08-27,Notebook,4,1405.54
1073,676,2024-01-11,Monitor,5,118.15
1074,1005,2023-01-24,Monitor,4,2079.17
1075,144,2023-09-27,Mouse,2,116.21
1076,988,2023-06-14,Notebook,5,2722.99
1077,736,2023-04-17,Tablet,3,2063.01
1078,186,2025-06-15,Tablet,5,4281.38
1079,697,2025-03-27,Notebook,4,3826.22
1080,594,2022-10-23,Teclado,2,965.43
1081,81,2024-03-02,Monitor,2,1564.46
1082,799,2025-07-02,Notebook,3,2483.87
1083,897,2024-05-01,Teclado,2,785.72
1084,396,2023-01-17,Notebook,5,1268.58
1085,797,2024-06-02,Notebook,5,3252.7
1086,1024,2024-02-14,Mouse,4,4836.21
1087,34,2024-06-29,Notebook,3,374.67
1088,88,2025-05-07,Monitor,1,1137.22
1089,1072,2023-11-24,Monitor,5,829.87
1090,1187,2023-10-09,Smartphone,1,280.7
1091,290,2025-04-16,Monitor,1,2408.98
1092,94,2024-08-23,Smartphone,2,170.39
1093,103,2023-02-10,Tablet,1,2335.3
1094,350,2024-09-30,Mouse,1,4107.22
1095,218,2025-03-27,Notebook,4,3015.39
1096,452,2025-02-22,Notebook,2,2188.44
1097,824,2023-10-08,Tablet,1,4881.68
1098,1180,2024-02-23,Mouse,2,1675.79
1099,437,2023-08-29,Notebook,5,949.89
1100,130,2023-07-06,Notebook,3,792.06
1101,851,2025-04-20,Smartphone,3,2811.7
1102,899,2024-03-23,Smartphone,5,299.42
1103,205,2025-02-19,Teclado,5,1943.04
1104,324,2023-08-23,Notebook,4,495.54
1105,15,2024-03-19,Smartphone,1,3563.03
1106,582,2022-10-20,Monitor,4,3492.56
1107,423,2025-04-16,Smartphone,3,2663.13
1108,844,2025-02-06,Smartphone,2,3091.64
1109,78,2024-03-16,Mouse,2,3614.27
1110,181,2024-04-08,Teclado,3,1804.48
1111,10,2024-12-18,Mouse,2,1040.32
1112,1086,2024-06-30,Notebook,5,1873.32
1113,1106,2023-08-27,Mouse,2,2374.66
1114,427,2025-01-08,Tablet,1,1049.22
1115,306,2023-11-06,Teclado,4,2537.82
1116,328,2022-12-20,Teclado,1,364.74
1117,746,2022-12-25,Tablet,2,2229.89
1118,685,2023-08-11,Mouse,4,312.26
1119,108,2022-12-09,Mouse,2,874.42
1120,60,2022-09-05,Monitor,5,668.72
1121,482,2022-12-16,Teclado,4,3004.26
1122,668,2022-10-15,Monitor,2,3760.73
1123,668,2024-04-06,Smartphone,1,1698.05
1124,201,2023-08-14,Smartphone,4,4362.44
1125,770,2025-02-03,Smartphone,1,2407.85
1126,993,2025-02-02,Notebook,4,810.21
1127,932,2025-01-27,Smartphone,4,1930.08
1128,938,2023-04-01,Teclado,2,3196.9
1129,553,2023-08-20,Smartphone,3,723.34
1130,1165,2024-02-02,Notebook,3,768.86
1131,954,2023-08-05,Monitor,4,938.89
1132,704,2024-12-08,Smartphone,3,3057.82
1133,349,2024-07-29,Mouse,5,4289.52
1134,178,2024-08-15,Monitor,5,2497.15
1135,444,2024-06-02,Mouse,4,4201.25
1136,572,2023-12-06,Notebook,4,3707.28
1137,506,2025-04-19,Smartphone,3,2227.82
1138,456,2023-03-30,Mouse,2,4577.4
1139,11,2025-04-18,Monitor,1,296.29
1140,964,2024-10-12,Teclado,5,264.74
1141,1088,2023-12-06,Monitor,4,4067.61
1142,201,2023-03-06,Monitor,4,1278.51
1143,1144,2022-08-21,Notebook,4,4754.68
1144,272,2024-04-21,Tablet,3,1271.41
1145,186,2023-10-31,Notebook,4,3378.27
1146,332,2023-10-04,Teclado,4,4303.82
1147,1196,2025-01-06,Notebook,4,2372.43
1148,284,2023-07-30,Teclado,4,1006.23
1149,759,2024-10-16,Teclado,4,3549.12
1150,3,2023-11-05,Teclado,1,1985.91
1151,682,2023-06-27,Mouse,1,1553.29
1152,553,2025-04-18,Teclado,5,2757.93
1153,425,2023-01-28,Teclado,1,3140.23
1154,688,2023-01-02,Teclado,1,2622.21
1155,746,2024-04-13,Notebook,1,1976.48
1156,954,2025-06-03,Mouse,1,1891.3
1157,359,2023-09-22,Teclado,5,3553.88
1158,1149,2025-01-31,Teclado,2,778.19
1159,686,2024-09-11,Smartphone,5,656.43
1160,980,2022-11-14,Teclado,5,4368.54
1161,430,2024-05-15,Teclado,2,1670.27
1162,548,2025-05-08,Mouse,4,1458.01
1163,130,2024-09-30,Tablet,3,2316.81
1164,1027,2024-09-07,Mouse,1,2403.8
1165,1090,2023-03-19,Teclado,5,4507.31
1166,926,2024-10-04,Mouse,3,4019.53
1167,135,2023-02-05,Smartphone,4,527.81
1168,801,2025-03-21,Smartphone,3,4795.46
1169,158,2023-10-29,Notebook,2,1452.12
1170,304,2023-05-30,Monitor,2,4387.47
1171,1067,2022-10-25,Teclado,1,1536.53
1172,1109,2025-04-01,Smartphone,4,1798.83
1173,910,2025-01-07,Teclado,1,1528.43
1174,129,2025-04-12,Notebook,2,4191.24
1175,1065,2023-11-19,Teclado,3,2117.29
1176,703,2023-11-23,Teclado,3,2482.13
1177,1086,2025-07-27,Mouse,4,2344.23
1178,1162,2023-07-13,Smartphone,3,941.51
1179,533,2025-06-01,Smartphone,4,1922.32
1180,591,2023-05-04,Notebook,2,1830.29
1181,934,2025-03-29,Smartphone,5,4628.25
1182,1097,2024-01-26,Tablet,2,4868.71
1183,315,2022-12-01,Smartphone,2,672.89
1184,649,2024-09-06,Mouse,2,2260.35
1185,758,2022-08-26,Smartphone,2,2856.19
1186,72,2025-03-11,Teclado,3,4892.31
1187,303,2023-10-21,Tablet,4,2745.35
1188,333,2025-01-14,Mouse,3,695.3
1189,52,2023-02-12,Monitor,4,3865.74
1190,939,2024-10-12,Tablet,2,121.04
1191,1119,2022-08-02,Mouse,3,3271.5
1192,606,2024-09-30,Monitor,3,4851.07
1193,1175,2022-12-21,Teclado,2,4017.92
1194,906,2025-07-10,Tablet,1,3685.04
1195,83,2022-11-19,Smartphone,5,672.69
1196,51,2025-01-24,Monitor,5,4220.3
1197,914,2025-06-09,Tablet,1,1699.2
1198,400,2025-06-24,Mouse,5,1188.5
